# GO_ID	C0	C1	Gene	C3	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16
GO:0005509	UniProtKB	A0A024QZ42	PDCD6		GO_REF:0000002	IEA	InterPro:IPR002048	F	HCG1985580, isoform CRA_c	A0A024QZ42_HUMAN|PDCD6|hCG_1985580	protein	taxon:9606	20160409	InterPro		
GO:0008109	UniProtKB	O95395	GCNT3		GO_REF:0000003	IEA	EC:2.4.1.150	F	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3	GCNT3_HUMAN|GCNT3	protein	taxon:9606	20160409	UniProt		
GO:0047225	UniProtKB	O95395	GCNT3		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000034751	F	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3	GCNT3_HUMAN|GCNT3	protein	taxon:9606	20160409	Ensembl		
GO:0048729	UniProtKB	O95395	GCNT3		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000034751	P	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3	GCNT3_HUMAN|GCNT3	protein	taxon:9606	20160409	Ensembl		
GO:0060993	UniProtKB	O95395	GCNT3		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000034751	P	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3	GCNT3_HUMAN|GCNT3	protein	taxon:9606	20160409	Ensembl		
GO:0018117	UniProtKB	O95396	MOCS3		GO_REF:0000033	IBA	PANTHER:PTN000102535	P	Adenylyltransferase and sulfurtransferase MOCS3	MOCS3_HUMAN|MOCS3|UBA4	protein	taxon:9606	20160410	GOC		
GO:0018192	UniProtKB	O95396	MOCS3		PMID:15910006	IDA		P	Adenylyltransferase and sulfurtransferase MOCS3	MOCS3_HUMAN|MOCS3|UBA4	protein	taxon:9606	20090312	UniProt		
GO:0032324	UniProtKB	O95396	MOCS3		Reactome:R-HSA-947581	TAS		P	Adenylyltransferase and sulfurtransferase MOCS3	MOCS3_HUMAN|MOCS3|UBA4	protein	taxon:9606	20160301	Reactome		
GO:0042292	UniProtKB	O95396	MOCS3		PMID:19017811	IDA		F	Adenylyltransferase and sulfurtransferase MOCS3	MOCS3_HUMAN|MOCS3|UBA4	protein	taxon:9606	20090330	UniProt		
GO:0061604	UniProtKB	O95396	MOCS3		GO_REF:0000003	IEA	EC:2.8.1.11	F	Adenylyltransferase and sulfurtransferase MOCS3	MOCS3_HUMAN|MOCS3|UBA4	protein	taxon:9606	20160409	UniProt		
GO:0061605	UniProtKB	O95396	MOCS3		GO_REF:0000003	IEA	EC:2.7.7.80	F	Adenylyltransferase and sulfurtransferase MOCS3	MOCS3_HUMAN|MOCS3|UBA4	protein	taxon:9606	20160409	UniProt		
GO:0070733	UniProtKB	O95396	MOCS3		GO_REF:0000033	IBA	PANTHER:PTN000102535	F	Adenylyltransferase and sulfurtransferase MOCS3	MOCS3_HUMAN|MOCS3|UBA4	protein	taxon:9606	20140605	GO_Central		
GO:0030822	UniProtKB	O95398	RAPGEF3		PMID:16177794	NAS		P	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20130626	BHF-UCL		
GO:0032486	UniProtKB	O95398	RAPGEF3		PMID:21840392	IMP		P	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20130805	UniProt		
GO:0032966	UniProtKB	O95398	RAPGEF3		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000069952	P	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20160409	Ensembl		
GO:0034242	UniProtKB	O95398	RAPGEF3		PMID:23867755	IMP		P	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20150121	UniProt	occurs_in(CL:0002577)	
GO:0046827	UniProtKB	O95398	RAPGEF3		PMID:23867755	IDA		P	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20150121	UniProt	has_regulation_target(UniProtKB:Q9UQL6)	
GO:0060143	UniProtKB	O95398	RAPGEF3		PMID:23867755	IMP		P	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20150121	UniProt	occurs_in(CL:0002577)	
GO:0060840	UniProtKB	O95398	RAPGEF3		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000069952	P	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20160409	Ensembl		
GO:1901985	UniProtKB	O95398	RAPGEF3		PMID:23867755	IMP		P	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20150121	UniProt	has_input(UniProtKB:Q9UQL6),has_regulation_target(UniProtKB:Q9NP62)	
GO:1904426	UniProtKB	O95398	RAPGEF3		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000069952	P	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20160409	Ensembl		
GO:1904427	UniProtKB	O95398	RAPGEF3		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000069952	P	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20160409	Ensembl		
GO:1904453	UniProtKB	O95398	RAPGEF3		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000069952	P	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20160409	Ensembl		
GO:1904474	UniProtKB	O95398	RAPGEF3		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000069952	P	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20160409	Ensembl		
GO:1990791	UniProtKB	O95398	RAPGEF3		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000069952	P	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20160409	Ensembl		
GO:1990794	UniProtKB	O95398	RAPGEF3		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000069952	C	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20160409	Ensembl		
GO:1990795	UniProtKB	O95398	RAPGEF3		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000069952	C	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20160409	Ensembl		
GO:1990796	UniProtKB	O95398	RAPGEF3		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000069952	C	Rap guanine nucleotide exchange factor 3	RPGF3_HUMAN|RAPGEF3|CGEF1|EPAC|EPAC1	protein	taxon:9606	20160409	Ensembl		
GO:0003105	UniProtKB	O95399	UTS2		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000024798	P	Urotensin-2	UTS2_HUMAN|UTS2|UNQ525/PRO1068	protein	taxon:9606	20160409	Ensembl		
GO:0010763	UniProtKB	O95399	UTS2		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000024798	P	Urotensin-2	UTS2_HUMAN|UTS2|UNQ525/PRO1068	protein	taxon:9606	20160409	Ensembl		
GO:0010841	UniProtKB	O95399	UTS2		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000024798	P	Urotensin-2	UTS2_HUMAN|UTS2|UNQ525/PRO1068	protein	taxon:9606	20160409	Ensembl		
GO:0032224	UniProtKB	O95399	UTS2		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000024798	P	Urotensin-2	UTS2_HUMAN|UTS2|UNQ525/PRO1068	protein	taxon:9606	20160409	Ensembl		
GO:0035814	UniProtKB	O95399	UTS2		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000024798	P	Urotensin-2	UTS2_HUMAN|UTS2|UNQ525/PRO1068	protein	taxon:9606	20160409	Ensembl		
GO:0046005	UniProtKB	O95399	UTS2		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000024798	P	Urotensin-2	UTS2_HUMAN|UTS2|UNQ525/PRO1068	protein	taxon:9606	20160409	Ensembl		
GO:0007183	UniProtKB	O95405	ZFYVE9		PMID:9865696	IDA		P	Zinc finger FYVE domain-containing protein 9	ZFYV9_HUMAN|ZFYVE9|MADHIP|SARA|SMADIP	protein	taxon:9606	20110419	UniProt		
GO:0007184	UniProtKB	O95405	ZFYVE9		PMID:9865696	IMP		P	Zinc finger FYVE domain-containing protein 9	ZFYV9_HUMAN|ZFYVE9|MADHIP|SARA|SMADIP	protein	taxon:9606	20110419	UniProt		
GO:0036449	UniProtKB	O95425	SVIL		GO_REF:0000024	ISS	UniProtKB:O46385	C	Supervillin	SVIL_HUMAN|SVIL	protein	taxon:9606	20141118	UniProt		
GO:0051377	UniProtKB	O95427	PIGN		GO_REF:0000033	IBA	PANTHER:PTN000262246	F	GPI ethanolamine phosphate transferase 1	PIGN_HUMAN|PIGN|MCD4	protein	taxon:9606	20150528	GO_Central		
GO:1903215	UniProtKB	O95429	BAG4		PMID:24270810	IMP		P	BAG family molecular chaperone regulator 4	BAG4_HUMAN|BAG4|SODD	protein	taxon:9606	20150422	ParkinsonsUK-UCL	has_regulation_target(UniProtKB:O60260)	
GO:2001145	UniProtKB	O95429	BAG4		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000044725	P	BAG family molecular chaperone regulator 4	BAG4_HUMAN|BAG4|SODD	protein	taxon:9606	20160409	Ensembl		
GO:0034362	UniProtKB	O95445	APOM		PMID:16682745	IDA		C	Apolipoprotein M	APOM_HUMAN|APOM|G3A|NG20|HSPC336	protein	taxon:9606	20090507	BHF-UCL		
GO:0034365	UniProtKB	O95445	APOM		PMID:15793583	IDA		C	Apolipoprotein M	APOM_HUMAN|APOM|G3A|NG20|HSPC336	protein	taxon:9606	20090507	BHF-UCL		
GO:0034366	UniProtKB	O95445	APOM		PMID:16682745	IDA		C	Apolipoprotein M	APOM_HUMAN|APOM|G3A|NG20|HSPC336	protein	taxon:9606	20090507	BHF-UCL		
GO:0034375	UniProtKB	O95445	APOM		PMID:18006500	IMP		P	Apolipoprotein M	APOM_HUMAN|APOM|G3A|NG20|HSPC336	protein	taxon:9606	20090507	BHF-UCL		
GO:0034380	UniProtKB	O95445	APOM		PMID:15793583	ISS	UniProtKB:Q9Z1R3	P	Apolipoprotein M	APOM_HUMAN|APOM|G3A|NG20|HSPC336	protein	taxon:9606	20090507	BHF-UCL		
GO:0034384	UniProtKB	O95445	APOM		PMID:15793583	ISS	UniProtKB:Q9Z1R3	P	Apolipoprotein M	APOM_HUMAN|APOM|G3A|NG20|HSPC336	protein	taxon:9606	20090507	BHF-UCL		
GO:0034445	UniProtKB	O95445	APOM		PMID:16682745	IDA		P	Apolipoprotein M	APOM_HUMAN|APOM|G3A|NG20|HSPC336	protein	taxon:9606	20110309	BHF-UCL		
GO:0008460	UniProtKB	O95455	TGDS		GO_REF:0000003	IEA	EC:4.2.1.46	F	dTDP-D-glucose 4,6-dehydratase	TGDS_HUMAN|TGDS	protein	taxon:9606	20160409	UniProt		
GO:0009225	UniProtKB	O95455	TGDS		GO_REF:0000002	IEA	InterPro:IPR005888	P	dTDP-D-glucose 4,6-dehydratase	TGDS_HUMAN|TGDS	protein	taxon:9606	20160409	InterPro		
GO:0021930	UniProtKB	O95456	PSMG1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000023630	P	Proteasome assembly chaperone 1	PSMG1_HUMAN|PSMG1|C21LRP|DSCR2|PAC1	protein	taxon:9606	20160409	Ensembl		
GO:0080129	UniProtKB	O95456	PSMG1		GO_REF:0000033	IBA	PANTHER:PTN001431032	P	Proteasome assembly chaperone 1	PSMG1_HUMAN|PSMG1|C21LRP|DSCR2|PAC1	protein	taxon:9606	20150805	GO_Central		
GO:0009101	UniProtKB	O95461	LARGE		PMID:9892679	TAS		P	Glycosyltransferase-like protein LARGE1	LARGE_HUMAN|LARGE|KIAA0609|LARGE1	protein	taxon:9606	20030821	UniProt		
GO:0042285	UniProtKB	O95461	LARGE		PMID:22223806	IDA		F	Glycosyltransferase-like protein LARGE1	LARGE_HUMAN|LARGE|KIAA0609|LARGE1	protein	taxon:9606	20141117	UniProt		
GO:0060538	UniProtKB	O95461	LARGE		GO_REF:0000024	ISS	UniProtKB:Q9Z1M7	P	Glycosyltransferase-like protein LARGE1	LARGE_HUMAN|LARGE|KIAA0609|LARGE1	protein	taxon:9606	20141117	UniProt		
GO:0006929	UniProtKB	O95466	FMNL1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000046296	P	Formin-like protein 1	FMNL1_HUMAN|FMNL1|C17orf1|C17orf1B|FMNL|FRL1	protein	taxon:9606	20160409	Ensembl		
GO:0032059	UniProtKB	O95466	FMNL1		GO_REF:0000039	IEA	UniProtKB-SubCell:SL-0472	C	Formin-like protein 1	FMNL1_HUMAN|FMNL1|C17orf1|C17orf1B|FMNL|FRL1	protein	taxon:9606	20160409	UniProt		
GO:0008117	UniProtKB	O95470	SGPL1		PMID:11018465	NAS		F	Sphingosine-1-phosphate lyase 1	SGPL1_HUMAN|SGPL1|KIAA1252	protein	taxon:9606	20010823	UniProt		
GO:0008209	UniProtKB	O95470	SGPL1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000112975	P	Sphingosine-1-phosphate lyase 1	SGPL1_HUMAN|SGPL1|KIAA1252	protein	taxon:9606	20160409	Ensembl		
GO:0030149	UniProtKB	O95470	SGPL1		PMID:11018465	NAS		P	Sphingosine-1-phosphate lyase 1	SGPL1_HUMAN|SGPL1|KIAA1252	protein	taxon:9606	20010823	UniProt		
GO:0032463	UniProtKB	O95471	CLDN7		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000069209	P	Claudin-7	CLD7_HUMAN|CLDN7|CEPTRL2|CPETRL2	protein	taxon:9606	20160409	Ensembl		
GO:0010867	UniProtKB	O95476	CTDNEP1		PMID:22134922	IGI		P	CTD nuclear envelope phosphatase 1	CNEP1_HUMAN|CTDNEP1|DULLARD	protein	taxon:9606	20120105	UniProt		
GO:0002790	UniProtKB	O95477	ABCA1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000030010	P	ATP-binding cassette sub-family A member 1	ABCA1_HUMAN|ABCA1|ABC1|CERP	protein	taxon:9606	20160409	Ensembl		
GO:0005548	UniProtKB	O95477	ABCA1		PMID:16702602	IDA		F	ATP-binding cassette sub-family A member 1	ABCA1_HUMAN|ABCA1|ABC1|CERP	protein	taxon:9606	20071210	BHF-UCL		
GO:0008509	UniProtKB	O95477	ABCA1		GO_REF:0000024	ISS	UniProtKB:P41233	F	ATP-binding cassette sub-family A member 1	ABCA1_HUMAN|ABCA1|ABC1|CERP	protein	taxon:9606	20071120	BHF-UCL		
GO:0010745	UniProtKB	O95477	ABCA1		PMID:18490524	TAS		P	ATP-binding cassette sub-family A member 1	ABCA1_HUMAN|ABCA1|ABC1|CERP	protein	taxon:9606	20090527	BHF-UCL		
GO:0031267	UniProtKB	O95477	ABCA1		PMID:16443932	IPI	UniProtKB:P60953	F	ATP-binding cassette sub-family A member 1	ABCA1_HUMAN|ABCA1|ABC1|CERP	protein	taxon:9606	20080103	BHF-UCL		
GO:0032367	UniProtKB	O95477	ABCA1		PMID:10431236	IMP		P	ATP-binding cassette sub-family A member 1	ABCA1_HUMAN|ABCA1|ABC1|CERP	protein	taxon:9606	20071114	BHF-UCL		
GO:0032489	UniProtKB	O95477	ABCA1		PMID:16443932	IMP		P	ATP-binding cassette sub-family A member 1	ABCA1_HUMAN|ABCA1|ABC1|CERP	protein	taxon:9606	20121018	BHF-UCL		
GO:0033700	UniProtKB	O95477	ABCA1		PMID:10431236	IDA		P	ATP-binding cassette sub-family A member 1	ABCA1_HUMAN|ABCA1|ABC1|CERP	protein	taxon:9606	20071205	BHF-UCL		
GO:0034188	UniProtKB	O95477	ABCA1		PMID:16443932	IDA		F	ATP-binding cassette sub-family A member 1	ABCA1_HUMAN|ABCA1|ABC1|CERP	protein	taxon:9606	20080801	BHF-UCL		
GO:0038027	UniProtKB	O95477	ABCA1		PMID:16443932	IDA		P	ATP-binding cassette sub-family A member 1	ABCA1_HUMAN|ABCA1|ABC1|CERP	protein	taxon:9606	20160410	GOC		
GO:0055091	UniProtKB	O95477	ABCA1		PMID:16702602	IMP		P	ATP-binding cassette sub-family A member 1	ABCA1_HUMAN|ABCA1|ABC1|CERP	protein	taxon:9606	20071210	BHF-UCL		
GO:0055098	UniProtKB	O95477	ABCA1		PMID:15358760	IEP		P	ATP-binding cassette sub-family A member 1	ABCA1_HUMAN|ABCA1|ABC1|CERP	protein	taxon:9606	20111213	BHF-UCL		
GO:0060155	UniProtKB	O95477	ABCA1		PMID:15163665	IMP		P	ATP-binding cassette sub-family A member 1	ABCA1_HUMAN|ABCA1|ABC1|CERP	protein	taxon:9606	20071114	BHF-UCL		
GO:0000460	UniProtKB	O95478	NSA2		GO_REF:0000033	IBA	PANTHER:PTN000291059	P	Ribosome biogenesis protein NSA2 homolog	NSA2_HUMAN|NSA2|TINP1|HUSSY-29	protein	taxon:9606	20160129	GO_Central		
GO:0000470	UniProtKB	O95478	NSA2		GO_REF:0000033	IBA	PANTHER:PTN000291059	P	Ribosome biogenesis protein NSA2 homolog	NSA2_HUMAN|NSA2|TINP1|HUSSY-29	protein	taxon:9606	20160129	GO_Central		
GO:0047936	UniProtKB	O95479	H6PD		GO_REF:0000003	IEA	EC:1.1.1.47	F	GDH/6PGL endoplasmic bifunctional protein	G6PE_HUMAN|H6PD|GDH	protein	taxon:9606	20160409	UniProt		
GO:0045714	UniProtKB	O95486	SEC24A		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000104725	P	Protein transport protein Sec24A	SC24A_HUMAN|SEC24A	protein	taxon:9606	20160409	Ensembl		
GO:0021747	UniProtKB	O95487	SEC24B		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000001079	P	Protein transport protein Sec24B	SC24B_HUMAN|SEC24B	protein	taxon:9606	20160409	Ensembl		
GO:0060463	UniProtKB	O95487	SEC24B		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000001079	P	Protein transport protein Sec24B	SC24B_HUMAN|SEC24B	protein	taxon:9606	20160409	Ensembl		
GO:0090178	UniProtKB	O95487	SEC24B		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000001079	P	Protein transport protein Sec24B	SC24B_HUMAN|SEC24B	protein	taxon:9606	20160409	Ensembl		
GO:1901301	UniProtKB	O95487	SEC24B		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000001079	P	Protein transport protein Sec24B	SC24B_HUMAN|SEC24B	protein	taxon:9606	20160409	Ensembl		
GO:0035428	UniProtKB	O95528	SLC2A10		GO_REF:0000033	IBA	PANTHER:PTN000756124	P	Solute carrier family 2, facilitated glucose transporter member 10	GTR10_HUMAN|SLC2A10|GLUT10	protein	taxon:9606	20150313	GO_Central		
GO:0055056	UniProtKB	O95528	SLC2A10		Reactome:R-HSA-429094	TAS		F	Solute carrier family 2, facilitated glucose transporter member 10	GTR10_HUMAN|SLC2A10|GLUT10	protein	taxon:9606	20141029	Reactome		
GO:0036317	UniProtKB	O95551	TDP2		PMID:22908287	IDA		F	Tyrosyl-DNA phosphodiesterase 2	TYDP2_HUMAN|TDP2|EAP2|TTRAP|AD-022	protein	taxon:9606	20120920	UniProt		
GO:0070260	UniProtKB	O95551	TDP2		PMID:19794497	IDA		F	Tyrosyl-DNA phosphodiesterase 2	TYDP2_HUMAN|TDP2|EAP2|TTRAP|AD-022	protein	taxon:9606	20091002	UniProt		
GO:1902361	UniProtKB	O95563	MPC2		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000027853	P	Mitochondrial pyruvate carrier 2	MPC2_HUMAN|MPC2|BRP44	protein	taxon:9606	20160409	Ensembl		
GO:0050313	UniProtKB	O95571	ETHE1		PMID:23144459	IDA		F	Persulfide dioxygenase ETHE1, mitochondrial	ETHE1_HUMAN|ETHE1|HSCO	protein	taxon:9606	20130604	UniProt		
GO:0070221	UniProtKB	O95571	ETHE1		Reactome:R-HSA-1614517	TAS		P	Persulfide dioxygenase ETHE1, mitochondrial	ETHE1_HUMAN|ETHE1|HSCO	protein	taxon:9606	20160301	Reactome		
GO:0070813	UniProtKB	O95571	ETHE1		PMID:23144459	IDA		P	Persulfide dioxygenase ETHE1, mitochondrial	ETHE1_HUMAN|ETHE1|HSCO	protein	taxon:9606	20130604	UniProt		
GO:0042998	UniProtKB	O95573	ACSL3		PMID:20605918	IMP		P	Long-chain-fatty-acid--CoA ligase 3	ACSL3_HUMAN|ACSL3|ACS3|FACL3|LACS3	protein	taxon:9606	20120703	UniProt	has_regulation_target(UniProtKB:P07948),has_regulation_target(UniProtKB:P07947)	
GO:0051047	UniProtKB	O95573	ACSL3		PMID:18003621	IMP		P	Long-chain-fatty-acid--CoA ligase 3	ACSL3_HUMAN|ACSL3|ACS3|FACL3|LACS3	protein	taxon:9606	20121023	UniProt	has_regulation_target(GO:0034362)	
GO:2001247	UniProtKB	O95573	ACSL3		PMID:18003621	IMP		P	Long-chain-fatty-acid--CoA ligase 3	ACSL3_HUMAN|ACSL3|ACS3|FACL3|LACS3	protein	taxon:9606	20121022	UniProt		
GO:0035267	UniProtKB	O95619	YEATS4		PMID:14966270	IDA		C	YEATS domain-containing protein 4	YETS4_HUMAN|YEATS4|GAS41	protein	taxon:9606	20090429	UniProt		
GO:0043968	UniProtKB	O95619	YEATS4		PMID:14966270	IDA		P	YEATS domain-containing protein 4	YETS4_HUMAN|YEATS4|GAS41	protein	taxon:9606	20090529	UniProt		
GO:0008179	UniProtKB	O95622	ADCY5		GO_REF:0000024	ISS	UniProtKB:P84309	F	Adenylate cyclase type 5	ADCY5_HUMAN|ADCY5	protein	taxon:9606	20120323	BHF-UCL		
GO:0060603	UniProtKB	O95631	NTN1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000104314	P	Netrin-1	NET1_HUMAN|NTN1|NTN1L	protein	taxon:9606	20160409	Ensembl		
GO:0032926	UniProtKB	O95633	FSTL3		PMID:11948405	IDA		P	Follistatin-related protein 3	FSTL3_HUMAN|FSTL3|FLRG|UNQ674/PRO1308	protein	taxon:9606	20100108	UniProt		
GO:0071248	UniProtKB	O95633	FSTL3		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000012578	P	Follistatin-related protein 3	FSTL3_HUMAN|FSTL3|FLRG|UNQ674/PRO1308	protein	taxon:9606	20160409	Ensembl		
GO:0090101	UniProtKB	O95633	FSTL3		PMID:17878677	IDA		P	Follistatin-related protein 3	FSTL3_HUMAN|FSTL3|FLRG|UNQ674/PRO1308	protein	taxon:9606	20100517	UniProt		
GO:0046778	UniProtKB	O95639	CPSF4		Reactome:R-HSA-168859	TAS		P	Cleavage and polyadenylation specificity factor subunit 4	CPSF4_HUMAN|CPSF4|CPSF30|NAR|NEB1	protein	taxon:9606	20150902	Reactome		
GO:0016492	UniProtKB	O95665	NTSR2		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000106693	F	Neurotensin receptor type 2	NTR2_HUMAN|NTSR2	protein	taxon:9606	20160409	Ensembl		
GO:0004605	UniProtKB	O95674	CDS2		GO_REF:0000033	IBA	PANTHER:PTN000349517	F	Phosphatidate cytidylyltransferase 2	CDS2_HUMAN|CDS2	protein	taxon:9606	20150319	GO_Central		
GO:0006655	UniProtKB	O95674	CDS2		GO_REF:0000033	IBA	PANTHER:PTN000349517	P	Phosphatidate cytidylyltransferase 2	CDS2_HUMAN|CDS2	protein	taxon:9606	20150319	GO_Central		
GO:0030292	UniProtKB	O95684	FGFR1OP		PMID:17888034	IDA		F	FGFR1 oncogene partner	FR1OP_HUMAN|FGFR1OP|FOP	protein	taxon:9606	20091019	UniProt		
GO:0005979	UniProtKB	O95685	PPP1R3D		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000068843	P	Protein phosphatase 1 regulatory subunit 3D	PPR3D_HUMAN|PPP1R3D|PPP1R6	protein	taxon:9606	20160409	Ensembl		
GO:0005981	UniProtKB	O95685	PPP1R3D		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000068843	P	Protein phosphatase 1 regulatory subunit 3D	PPR3D_HUMAN|PPP1R3D|PPP1R6	protein	taxon:9606	20160409	Ensembl		
GO:0042587	UniProtKB	O95685	PPP1R3D		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000068843	C	Protein phosphatase 1 regulatory subunit 3D	PPR3D_HUMAN|PPP1R3D|PPP1R6	protein	taxon:9606	20160409	Ensembl		
GO:0033204	UniProtKB	O95707	POP4		GO_REF:0000033	IBA	PANTHER:PTN000331370	F	Ribonuclease P protein subunit p29	RPP29_HUMAN|POP4|RPP29	protein	taxon:9606	20140722	GO_Central		
GO:0000171	UniProtKB	O95707	POP4	contributes_to	GO_REF:0000033	IBA	PANTHER:PTN000331370	F	Ribonuclease P protein subunit p29	RPP29_HUMAN|POP4|RPP29	protein	taxon:9606	20140723	GO_Central		
GO:2000503	UniProtKB	O95715	CXCL14		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000021970	P	C-X-C motif chemokine 14	CXL14_HUMAN|CXCL14|MIP2G|NJAC|SCYB14|PSEC0212|UNQ240/PRO273	protein	taxon:9606	20160409	Ensembl		
GO:0018125	UniProtKB	O95716	RAB3D		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000113322	P	Ras-related protein Rab-3D	RAB3D_HUMAN|RAB3D|GOV|RAB16	protein	taxon:9606	20160409	Ensembl		
GO:0099503	UniProtKB	O95716	RAB3D		PMID:21262767	IDA		C	Ras-related protein Rab-3D	RAB3D_HUMAN|RAB3D|GOV|RAB16	protein	taxon:9606	20160212	GO_Central	part_of(CL:0000092)	
GO:1903307	UniProtKB	O95716	RAB3D		PMID:22899725	IMP		P	Ras-related protein Rab-3D	RAB3D_HUMAN|RAB3D|GOV|RAB16	protein	taxon:9606	20140915	UniProt	occurs_in(CL:0002618),results_in_movement_of(GO:0033093)	
GO:0020018	UniProtKB	O95721	SNAP29		PMID:25686250	IDA		C	Synaptosomal-associated protein 29	SNP29_HUMAN|SNAP29	protein	taxon:9606	20150706	UniProt		
GO:0002355	UniProtKB	O95727	CRTAM		PMID:15811952	IDA		P	Cytotoxic and regulatory T-cell molecule	CRTAM_HUMAN|CRTAM	protein	taxon:9606	20061102	HGNC		
GO:0050715	UniProtKB	O95727	CRTAM		PMID:15811952	IDA		P	Cytotoxic and regulatory T-cell molecule	CRTAM_HUMAN|CRTAM	protein	taxon:9606	20060628	HGNC		
GO:0051606	UniProtKB	O95727	CRTAM		PMID:15811952	IDA		P	Cytotoxic and regulatory T-cell molecule	CRTAM_HUMAN|CRTAM	protein	taxon:9606	20060628	HGNC		
GO:0001913	UniProtKB	O95727	CRTAM	NOT	PMID:15811952	IDA		P	Cytotoxic and regulatory T-cell molecule	CRTAM_HUMAN|CRTAM	protein	taxon:9606	20060628	HGNC		
